Title,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
MMMBop,0lnxrQAd9ZxbhBBe7d8FO8,0.00481,0.6829999999999999,0.937,0.0046,0.07,-6.335,0.0449,0.619,104.87200000000001,67
"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",6oYkwjI1TKP9D0Y9II1GT7,0.708,0.511,0.475,0.0,0.105,-14.667,0.161,0.8190000000000001,98.95700000000001,66
Don't Stop Moving,6xwfBT4QmDQBhniVejwc9d,0.252,0.6920000000000001,0.9109999999999999,0.0018100000000000002,0.109,-7.645,0.0753,0.358,127.98899999999999,17
Rapper's Delight,0FWhGmPVxLI6jOVF0wjALa,0.465,0.9,0.845,0.0,0.0724,-7.306,0.257,0.914,111.18700000000001,54
No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.6459999999999999,0.0,0.27899999999999997,-4.6739999999999995,0.28800000000000003,0.67,88.634,75
"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ,0.00868,0.6920000000000001,0.7440000000000001,0.00042300000000000004,0.359,-4.565,0.257,0.0612,171.37400000000002,76
California Love - Original Version,3djNBlI7xOggg7pnsOLaNm,0.0292,0.7609999999999999,0.847,2.26e-06,0.39,-3.068,0.0417,0.765,91.51899999999999,65
Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,0.0291,0.6409999999999999,0.922,0.0,0.0862,-4.457,0.0786,0.847,146.078,82
Hey Ya! - Radio Mix,2PpruBYCo4H7WOBJ7Q2EwM,0.10300000000000001,0.727,0.9740000000000001,0.000532,0.174,-2.261,0.0664,0.965,79.52600000000001,78
Still Dreaming,1JmUkmj6j8fV9Dr6A2CKy0,0.679,0.439,0.35100000000000003,0.667,0.125,-14.817,0.0403,0.0367,77.571,62
Where Is The Love?,3CNqo3gYrfexdrtjFmC9he,0.11,0.8340000000000001,0.696,0.0,0.13,-3.2239999999999998,0.19699999999999998,0.804,94.09,73
In Da Club,4RY96Asd9IefaL3X4LOLZ8,0.26,0.902,0.72,0.0,0.0749,-2.7760000000000002,0.34700000000000003,0.805,90.059,70
Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,0.00101,0.35600000000000004,0.924,0.0,0.0953,-3.74,0.0808,0.23199999999999998,148.017,75
Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR,0.00817,0.726,0.46299999999999997,0.447,0.255,-7.827999999999999,0.0799,0.321,123.881,80
Come On Eileen,3MrWxJaD2AT0W9DjWF64Vm,0.664,0.45,0.6559999999999999,3.02e-06,0.259,-7.0489999999999995,0.0472,0.782,106.61,75
Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.0050100000000000006,0.27,0.9440000000000001,2.05e-05,0.11599999999999999,-4.199,0.0975,0.606,146.347,72
Welcome To The Jungle,0G21yYKMZoHa30cYVi1iA8,0.0195,0.45299999999999996,0.987,0.28300000000000003,0.268,-4.485,0.0889,0.316,123.544,72
Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,0.313,0.489,0.7240000000000001,0.185,0.287,-8.367,0.0352,0.15,117.292,77
September,2grjqo0Frpf2okIBiifQKs,0.168,0.6970000000000001,0.8320000000000001,0.00131,0.26899999999999996,-7.263999999999999,0.0298,0.9790000000000001,125.926,80
Ymca,7Cp69rNBwU0gaFT8zxExlE,0.152,0.715,0.951,0.0,0.302,-6.4879999999999995,0.132,0.6709999999999999,126.64299999999999,55
Disco Inferno,69bHJ9qs5FrUJbKP8xU8uZ,0.20600000000000002,0.925,0.659,7.879999999999999e-05,0.27899999999999997,-4.763,0.231,0.71,97.01799999999999,69
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",3mRM4NM8iO7UBqrSigCQFH,0.0322,0.703,0.826,0.00629,0.179,-7.178999999999999,0.0341,0.945,103.564,78
Le Freak - 2018 Remaster,7Kszjzps0xbQXyo1pO4KfE,0.0258,0.91,0.6409999999999999,6.42e-05,0.0642,-11.315999999999999,0.0589,0.903,118.53299999999999,66
I Will Survive - Single Version,7cv28LXcjAC3GsXbUvXKbX,0.0131,0.777,0.725,0.00805,0.24600000000000002,-8.681000000000001,0.05,0.529,116.669,70
I'm Coming Out,3SnGymj6ijE2iuUfWxLo1q,0.185,0.72,0.828,0.429,0.0839,-9.211,0.0462,0.768,110.071,66
Hot Stuff,00ETaeHUQ6lops3oWU1Wrt,0.019,0.6809999999999999,0.773,1.28e-06,0.11,-5.749,0.14800000000000002,0.429,119.961,77
Jolene,2SpEHTbUuebeLkgs9QB7Ue,0.5660000000000001,0.674,0.537,0.0,0.131,-10.970999999999998,0.0363,0.809,110.57799999999999,74
Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,0.18100000000000002,0.596,0.605,0.000331,0.0863,-12.145,0.0255,0.8859999999999999,97.79799999999999,82
Always On My Mind,2xYQTU2bbg6WVAmpY1eae4,0.755,0.518,0.261,0.00106,0.14400000000000002,-13.868,0.0272,0.2,73.336,65
The Gambler,5KqldkCunQ2rWxruMEtGh0,0.342,0.6709999999999999,0.501,0.0,0.19399999999999998,-13.119000000000002,0.0594,0.86,87.04,73
Love Story,1vrd6UOGamcKNGnSHJQlSt,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,0.29600000000000004,118.984,70
Friends in Low Places,4OMj5QWwvYSUs9O0hsymts,0.617,0.5529999999999999,0.655,0.0,0.0825,-5.837000000000001,0.0355,0.624,107.73899999999999,63
Old Man - 2009 Remaster,16XeptMdlJTWWeIrwEAOvv,0.431,0.7020000000000001,0.244,0.00867,0.0963,-15.286,0.0355,0.444,141.317,68
You Can't Stop The Beat,3pMsqOoZTtzUiZXmDVtrCD,0.0382,0.52,0.9440000000000001,0.0,0.141,-4.721,0.157,0.725,170.484,62
"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",1bpnYrDCforv9ctJMzJRV8,0.722,0.33299999999999996,0.377,0.0,0.0333,-8.282,0.0343,0.245,87.613,57
All That Jazz,3nAuX0TA8yhqsPDHO8ybFe,0.797,0.635,0.278,1.85e-06,0.0672,-12.550999999999998,0.203,0.626,133.517,45
Sweet Transvestite,0K9n8TBThz4xNAkF1eIlB6,0.5920000000000001,0.5429999999999999,0.42200000000000004,0.0,0.24600000000000002,-12.243,0.38299999999999995,0.527,107.146,59
Cabaret,6fcL88TZ5Feq7Rlj2O6sgC,0.0073,0.878,0.22,0.000129,0.166,-16.615,0.0805,0.365,94.97,53
It's a Hard-Knock Life,7zoA6E91FMl40XTnx9OfIk,0.9159999999999999,0.608,0.18,0.00176,0.129,-13.265,0.0497,0.314,135.488,36
A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,0.243,0.265,0.312,0.0,0.0893,-11.689,0.0569,0.0998,54.747,76
Purple Rain,54X78diSLoUDI3joC2bjMz,0.0353,0.36700000000000005,0.452,0.00228,0.6890000000000001,-10.422,0.0307,0.18899999999999997,113.066,75
I Want It That Way,47BBI51FKFwOMlIiX6m8ya,0.257,0.6890000000000001,0.6940000000000001,0.0,0.14800000000000002,-5.83,0.027000000000000003,0.48200000000000004,99.039,79
The Old One,5arM3WGFJ2943XoDpSoiJ1,0.87,0.0625,0.278,0.9279999999999999,0.11199999999999999,-11.677,0.0334,0.0373,61.94,8
Love Shack,4W4wYHtsrgDiivRASVOINL,0.0325,0.715,0.8170000000000001,1.61e-06,0.851,-6.227,0.0532,0.871,133.858,70
Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,0.00165,0.662,0.741,0.0303,0.114,-5.406000000000001,0.0334,0.40399999999999997,131.0,72
Rehab (Winter In Paris),0zWbYGQq5O1KQd0iqzgjP6,0.809,0.5489999999999999,0.242,8.1e-05,0.127,-11.692,0.038,0.28600000000000003,144.211,74
Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,82
The Tears Of A Clown,4Dq749x2QP6OXTURJ9GGY8,0.147,0.593,0.607,0.0,0.128,-9.886000000000001,0.0283,0.953,128.365,57
Baby Got Back,1SAkL1mYNJlaqnBQxVZrRl,0.0051,0.9259999999999999,0.669,0.0,0.0887,-11.270999999999999,0.301,0.642,128.46200000000002,67
Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,0.00969,0.589,0.621,0.0010400000000000001,0.18100000000000002,-6.902,0.0468,0.401,140.03,71
Teenage Dream,5jzKL4BDMClWqRguW5qZvh,0.0162,0.7190000000000001,0.7979999999999999,2.34e-06,0.134,-4.582,0.0361,0.591,120.01100000000001,65
Party in the USA,5YDoqWQTHFeCgoEjzRSObm,0.92,0.6940000000000001,0.335,0.752,0.0703,-8.718,0.0449,0.33799999999999997,84.992,50
Ice Cold,2ZLXySbOZbdg1uLpC48zzJ,0.0692,0.9390000000000001,0.43799999999999994,0.0,0.138,-5.857,0.126,0.625,118.007,62
What's My Age Again?,4LJhJ6DQS7NwE7UKtvcM52,0.0126,0.391,0.951,0.00037799999999999997,0.0878,-7.419,0.0692,0.46799999999999997,157.66,75
Say It Ain't So,6VoIBz0VhCyz7OdEoRYDiA,0.007370000000000001,0.634,0.551,1.82e-05,0.07,-7.136,0.0352,0.45299999999999996,151.779,74
Highly Recommended,5tFhMNNyKyJUZL92Zza64t,0.0253,0.856,0.6609999999999999,0.0,0.107,-5.499,0.11900000000000001,0.5770000000000001,136.004,41
Utsusemi – Man of the World [from Naruto Shippuuden],6Mt3iQLYvUqj0epBGmXGGT,0.737,0.289,0.479,0.9329999999999999,0.22399999999999998,-2.526,0.0341,0.12,99.78299999999999,47
Big Time Rush,5lEsM6qpuzuZwij6jIZPvP,0.0273,0.599,0.888,0.0,0.28,-2.931,0.0514,0.833,121.05,57
Ain't It Fun,1j8z4TTjJ1YOdoFEDwJTQa,0.154,0.61,0.893,4.41e-05,0.021,-3.681,0.0921,0.6729999999999999,104.031,73
Crowd Pleaser,0BkkC24F3nWKAS2NyHYsME,0.00344,0.7909999999999999,0.82,0.00022200000000000003,0.10400000000000001,-8.941,0.0906,0.105,139.97299999999998,20
Alone,6tAqYm2Wcy2yrPixShJMS6,0.48100000000000004,0.87,0.341,0.0027,0.32899999999999996,-14.15,0.439,0.436,119.054,71
Grandpa (Tell Me 'Bout The Good Old Days),0ogTZlmFqg5xyFCMpRAEb4,0.473,0.56,0.239,1.3699999999999998e-05,0.0565,-16.732,0.0347,0.601,201.672,57
Stronger,4fzsfWzRhPawzqhX8Qt9F3,0.00564,0.617,0.7170000000000001,0.0,0.408,-7.858,0.153,0.49,103.992,80
It's Raining Men - Single Version,4caiYv89C9GZdDD1RzshWd,0.461,0.66,0.927,5.73e-05,0.6990000000000001,-5.867000000000001,0.156,0.45799999999999996,136.247,57
Single Ladies (Put a Ring on It),5R9a4t5t5O0IsznsrKPVro,0.0383,0.426,0.584,0.0,0.188,-5.292999999999999,0.29600000000000004,0.272,193.437,69
Like a Virgin,1ZPlNanZsJSPK5h9YZZFbZ,0.20199999999999999,0.773,0.6559999999999999,0.00323,0.0697,-10.88,0.0381,0.971,119.75399999999999,71
Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,0.40700000000000003,0.53,0.42200000000000004,0.0,0.107,-6.2620000000000005,0.0342,0.349,119.964,76
emotions,5ls62WNKHUUrdF3r1cv83T,0.0131,0.63,0.63,0.0,0.142,-6.211,0.0395,0.163,80.512,80
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,0.273,0.754,0.366,9.04e-05,0.106,-10.07,0.0312,0.469,91.147,71
Son of a Preacher Man,7odHgoLFi3GQ90E9PeraI3,0.39399999999999996,0.401,0.498,0.0,0.13,-10.682,0.0757,0.816,181.701,62
My Way,3spdoTYpuCpmq19tuD0bOe,0.7,0.401,0.381,0.0,0.122,-7.457999999999999,0.0274,0.22899999999999998,75.454,74
I Wanna Be Sedated,5NoQvINZLBV1wMYPdNmReL,0.121,0.56,0.965,6.23e-06,0.16899999999999998,-2.3409999999999997,0.0409,0.9640000000000001,162.825,66
Losing My Religion,31AOj9sFz2gM0O3hMARRBx,0.179,0.6659999999999999,0.855,1.2e-06,0.0987,-5.051,0.0295,0.8029999999999999,125.639,81
Jenny,2rpVmxAGGc18wpBREaoE0R,0.00299,0.662,0.805,0.0178,0.237,-5.683,0.0331,0.539,133.931,76
If I Was Your Girlfriend,6yK7QgE4H7dIzHa9EV4FKL,0.46,0.87,0.366,0.0139,0.071,-18.998,0.0977,0.8190000000000001,96.74,48
When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.932,0.612,0.28,0.0,0.08800000000000001,-8.648,0.0434,0.387,72.795,83
Miles Apart,6yM488yghMJP9bJnwZKyJT,0.8290000000000001,0.27,0.251,8.41e-05,0.0613,-12.558,0.0393,0.168,177.19,55
"Crazy Story, Pt. 3",23TwR29GSeJBfXnXhmDlwR,0.00165,0.7290000000000001,0.73,4.33e-05,0.11800000000000001,-5.14,0.261,0.41,156.953,75
Copacabana (At the Copa),5FMXrphygZ4z3gVDHGWxgl,0.33299999999999996,0.606,0.899,0.000102,0.0754,-6.412000000000001,0.0758,0.66,116.735,58
That's the Way (I Like It) - 2004 Remaster,1qiQduM84A0VeH8Y2uAbqi,0.191,0.68,0.877,0.000656,0.349,-10.241,0.0353,0.922,108.67399999999999,61
Celebration Station,25B5fGr9K0VdZJiRFsnMO4,0.10099999999999999,0.748,0.7709999999999999,0.0,0.135,-4.156000000000001,0.15,0.792,142.086,65
Funkytown,0KQh7AuuZvpTKWhcJa8Pbr,0.00196,0.895,0.45299999999999996,0.374,0.0982,-13.987,0.0756,0.257,122.15100000000001,48
Don't Worry Be Happy,4hObp5bmIJ3PP3cKA9K9GY,0.88,0.675,0.166,7.140000000000001e-05,0.0461,-22.601999999999997,0.171,0.747,68.837,67
Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,0.132,0.8170000000000001,0.599,0.00031099999999999997,0.0873,-9.249,0.0328,0.5479999999999999,108.87299999999999,76
The Boy Is Mine,6sHsXIJoEN5JpdkGMQDJxt,0.539,0.7040000000000001,0.7070000000000001,0.00106,0.318,-6.537000000000001,0.0391,0.7609999999999999,93.145,67
Cruisin',2gliw3L0oa4w8LqaHploje,0.41600000000000004,0.498,0.63,0.0,0.23800000000000002,-5.808,0.0276,0.8220000000000001,169.115,62
Islands In the Stream,6dnco8haegnJYtylV26cBq,0.675,0.618,0.41200000000000003,1.04e-06,0.0886,-12.075,0.0368,0.74,203.933,68
Need You Now,11EX5yhxr9Ihl3IN1asrfK,0.0927,0.5870000000000001,0.622,0.0006360000000000001,0.2,-5.535,0.0303,0.231,107.943,69
All I Have,4mnoPyJHlmMYPJsib5tfn0,0.004529999999999999,0.664,0.833,1.31e-05,0.205,-4.005,0.054000000000000006,0.325,134.94,61
"Up Where We Belong - From ""An Officer And A Gentleman""",4U6mBgGP8FXN6UH4T3AJhu,0.634,0.624,0.306,2.6700000000000002e-05,0.0632,-11.831,0.0318,0.22699999999999998,139.912,68
Ebony And Ivory - Remixed 2015,3fVSMbeq8tY3G85yxcJwRU,0.0784,0.5670000000000001,0.6920000000000001,0.0,0.0338,-7.881,0.0379,0.708,160.697,60
Hunger Strike,0W7AbEauB7cP4pidLclApe,0.0236,0.373,0.5670000000000001,3.47e-06,0.0916,-10.835,0.032,0.298,137.789,61
We Are Family,5IKLwqBQG6KU6MP2zP80Nu,0.3,0.784,0.893,1.57e-05,0.272,-5.153,0.0923,0.8190000000000001,118.738,71
ABC,6wDviYDtmSDZ0S6TVMM9Vc,0.486,0.715,0.6779999999999999,0.000192,0.15,-11.842,0.0475,0.9470000000000001,94.76899999999999,64
Push It,6sT9MWlJManry3EQwf4V80,0.00658,0.9129999999999999,0.596,0.00349,0.078,-12.477,0.0707,0.973,127.215,66
Lean on Me,3M8FzayQWtkvOhqMn2V4T2,0.782,0.619,0.22,1.1900000000000001e-05,0.124,-13.843,0.0667,0.423,75.16,71
Supersonic,3G3lahQSMk4BHnap1i853u,0.00037400000000000004,0.825,0.391,0.0018800000000000002,0.0608,-15.962,0.20199999999999999,0.396,132.10399999999998,51
Just a Friend,3yNVfRQlUPViUh8O2V9SQn,0.12,0.862,0.6629999999999999,0.0,0.318,-9.004,0.21,0.8370000000000001,85.30799999999999,61
Tubthumping,5YScXJKtefsgdskIy60N7A,0.106,0.263,0.871,0.0,0.363,-7.496,0.131,0.622,206.68,62
MICKEY,3GxGAhRowXixzk521JQpZu,0.0295,0.971,0.465,0.0,0.09699999999999999,-5.655,0.23,0.131,119.994,58
Party All the Time,6N5DRCQUSXT1qQqmqsO92B,0.00979,0.6990000000000001,0.6920000000000001,0.00032599999999999996,0.0427,-13.045,0.0456,0.677,135.03,59
If You Like Piña Coladas,27FMiZtIDfIagw12NHmHl1,0.0029100000000000003,0.537,0.737,0.813,0.0524,-8.616,0.0364,0.703,123.943,30
Rico Suave,6FfdQJ9HJcJAvsPVIyoGZ5,0.00596,0.7979999999999999,0.8170000000000001,6.29e-05,0.0548,-11.337,0.121,0.446,105.931,36
Closing Time,1A5V1sxyCLpKJezp75tUXn,0.0204,0.478,0.8540000000000001,1.21e-06,0.115,-5.454,0.0289,0.27399999999999997,91.854,67
Time Of Your Life,5KD2kEIWSyfFvxTZfhlVka,0.0116,0.61,0.8540000000000001,0.0,0.322,-7.523,0.10300000000000001,0.635,133.89600000000002,49
You Oughta Know - 2015 Remaster,3jS7bB0oXVOwGFZn3aE5NV,0.21,0.665,0.8340000000000001,0.0,0.452,-7.737,0.0576,0.41100000000000003,105.292,67
Torn,0KDaN0HL3TcJVTbXlQCEsS,0.0647,0.575,0.8859999999999999,0.00018700000000000002,0.7090000000000001,-5.182,0.034,0.608,96.30799999999999,65
I'll Stand by You,3Nf8oGn1okobzjDcFCvT6n,0.3,0.43799999999999994,0.606,4.49e-06,0.0754,-6.5489999999999995,0.0305,0.266,133.822,71
Genie In a Bottle,11mwFrKvLXCbcVGNxffGyP,0.21,0.627,0.8,0.000123,0.13699999999999998,-6.945,0.162,0.912,175.815,71
Gettin' Jiggy Wit It,0weAUscowxeqDtpCgtbpgp,0.0175,0.8809999999999999,0.8740000000000001,1.14e-06,0.154,-4.505,0.139,0.858,107.891,70
Who Am I (What's My Name)?,12CdB878c6n94tTlNfPcCv,0.000136,0.6920000000000001,0.833,1.98e-05,0.515,-3.9739999999999998,0.0492,0.6920000000000001,96.814,70
Santeria,2hnMS47jN0etwvFPzYk11f,0.0268,0.682,0.765,3.4200000000000005e-05,0.188,-5.021,0.0395,0.5670000000000001,90.807,75
Don't Speak,6urCAbunOQI4bLhmGpX7iS,0.247,0.52,0.7090000000000001,1.7800000000000002e-05,0.18,-7.125,0.0352,0.536,76.039,68
I Think We're Alone Now,4uvjOKsp7mSjrDhWdkLPBY,0.025,0.752,0.723,0.0035399999999999997,0.0212,-12.126,0.0507,0.94,130.519,70
Tainted Love,58E1XVmZTODC67YNjneuXM,0.5579999999999999,0.542,0.45,6.43e-06,0.579,-9.931000000000001,0.0361,0.626,144.437,68
I Can't Wait,647q0KZHceDZTyLExHU0ue,0.166,0.785,0.8440000000000001,0.002,0.0681,-4.63,0.0574,0.94,103.96799999999999,56
All Night Longer,1vNn7rVQT6UtEW1NGH53fT,0.0006519999999999999,0.7120000000000001,0.649,0.0,0.0683,-4.753,0.063,0.616,127.02799999999999,67
Part-Time Lover,0Dm43YLUlGdePpSbI1ct8h,0.165,0.662,0.624,0.0,0.0674,-13.606,0.0417,0.961,174.513,67
I'm Every Woman,1oFiPGBafH9Woo9AMwgBSl,0.127,0.617,0.879,5.7100000000000006e-05,0.33899999999999997,-7.564,0.0455,0.746,114.45299999999999,67
Rapture,6F2vo4sxRNQ58VYe3pdiaL,0.113,0.7240000000000001,0.7040000000000001,0.00425,0.466,-8.258,0.0511,0.96,107.486,54
Do Ya Think I'm Sexy,3wsPg2KrRYZFi0inIFa41x,0.0107,0.716,0.465,0.000667,0.099,-15.205,0.0307,0.877,112.087,51
Play That Funky Music,5uuJruktM9fMdN9Va0DUMl,0.0435,0.8140000000000001,0.672,0.0,0.061,-12.068,0.0619,0.9329999999999999,109.39399999999999,68
Brick House,5VJjhHyG8NZ5xdgG6uTb3P,0.0731,0.831,0.782,0.0171,0.032,-10.48,0.0595,0.631,107.87700000000001,65
Big Yellow Taxi,6UkMcAA19lTdjs22jtB7o2,0.579,0.611,0.47,0.0,0.581,-9.135,0.0356,0.97,85.527,71
You're so Vain,2DnJjbjNTV9Nd5NOa1KGba,0.157,0.659,0.6779999999999999,6.69e-06,0.0784,-8.18,0.0313,0.647,106.186,75
Let's Get It On,0jHkgTtTaqg5LNCiYDQPUB,0.0392,0.55,0.611,0.0,0.0631,-10.657,0.0443,0.626,168.512,60
Time After Time,7o9uu2GDtVDr9nsR7ZRN73,0.48700000000000004,0.726,0.449,1.34e-06,0.0824,-9.206,0.0286,0.294,130.388,72
Wicked Games,6VwBbL8CzPiC4QV66ay7oR,0.009590000000000001,0.6579999999999999,0.591,5.27e-06,0.325,-5.197,0.0309,0.326,114.07799999999999,73
Try a Little Tenderness,36AlMHDBFwSsD3FQOy1R81,0.18600000000000003,0.5870000000000001,0.133,2.26e-05,0.258,-15.151,0.0565,0.068,102.93799999999999,65
Come To My Window,4LmlGaGTEbTGE5VngAbpA3,0.08,0.512,0.636,0.000106,0.08800000000000001,-9.602,0.0262,0.499,97.257,55
"The Sweetest Thing (feat. Lauryn Hill) - From the New Line Cinema film ""Love Jones""",5My5YI9oqE9MZcHIrm38BJ,0.0159,0.609,0.598,2.07e-05,0.0749,-10.084,0.1,0.33299999999999996,83.822,44
I Melt with You,6J2rMSRhgb4HuX6dWgM3nJ,0.000975,0.541,0.81,0.00158,0.0681,-11.745,0.0367,0.647,155.582,61
That's The Way Love Goes,29rQJydAlO0uMyWvRIZxQg,0.302,0.703,0.7,0.47100000000000003,0.0718,-6.789,0.0693,0.5820000000000001,97.675,65
She Loves You - Mono / Remastered,6nEkxYIEnrbYH7h1hJ8Xn6,0.26,0.377,0.9159999999999999,0.0,0.07400000000000001,-3.199,0.0481,0.912,75.533,66
Nothing Compares 2 U,1MxCkXpfvMbVYmND9LDeuV,0.0151,0.613,0.597,0.0,0.18,-6.797000000000001,0.0597,0.69,75.583,20
Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,0.0021100000000000003,0.267,0.953,0.0,0.28300000000000003,-4.899,0.096,0.568,84.98899999999999,74
Creep,6b2oQwSGFkzsMtQruIWm2p,0.0102,0.515,0.43,0.00014099999999999998,0.129,-9.935,0.0369,0.10400000000000001,91.84100000000001,82
BORN IN THE USA,0yJqMTbkajyRhmwSjCd8Kq,0.0242,0.5529999999999999,0.73,1.55e-05,0.18899999999999997,-6.968999999999999,0.0296,0.455,121.664,40
Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,0.0576,0.5589999999999999,0.345,0.000105,0.141,-13.495999999999999,0.0459,0.45799999999999996,84.581,81
We're Not Gonna Take It,1hlveB9M6ijHZRbzZ2teyh,0.0127,0.502,0.924,0.0,0.162,-6.2989999999999995,0.0503,0.922,149.186,73
Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,0.0778,0.532,0.887,0.00021400000000000002,0.294,-3.7569999999999997,0.0335,0.795,122.51100000000001,82
Piece of My Heart,1xKQbqQtQWrtQS47fUJBtl,0.263,0.44299999999999995,0.727,0.00014099999999999998,0.16899999999999998,-7.9510000000000005,0.145,0.5660000000000001,160.82,68
Enter Sandman,5BIMPccDwShpXq784RJlJp,0.00206,0.579,0.8240000000000001,0.00903,0.059000000000000004,-8.71,0.03,0.635,123.331,74
...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,0.20199999999999999,0.759,0.6990000000000001,0.000131,0.44299999999999995,-5.745,0.0307,0.907,92.96,77
Push,2KVwlelhxKUy8LVV6JypH3,0.0067,0.42,0.672,0.0,0.10800000000000001,-7.902,0.027000000000000003,0.47600000000000003,168.019,71
Treasure,55h7vJchibLdUkxdlX3fK7,0.0412,0.8740000000000001,0.6920000000000001,7.240000000000001e-05,0.324,-5.28,0.0431,0.937,116.01700000000001,77
Hallelujah,0HZk0QsXPhMNAWNDR3rYE8,0.47,0.364,0.37799999999999995,0.0,0.33899999999999997,-7.381,0.0331,0.366,89.91799999999999,69
Iris,6Qyc6fS4DsZjB2mRW9DsQs,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072000000000001,0.0362,0.49700000000000005,155.925,78
Stuck In The Middle,4y3BUo2hp0MxylfbUaqRyJ,0.371,0.871,0.501,0.0,0.0939,-8.904,0.0466,0.848,119.95299999999999,72
Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,0.0295,0.581,0.963,0.0,0.139,-4.087,0.0981,0.7879999999999999,129.99200000000002,79
All About That Bass,5jE48hhRu8E6zBDPRSkEq7,0.0573,0.807,0.887,2.87e-06,0.124,-3.7260000000000004,0.0503,0.961,134.05200000000002,72
This Is How We Do It,6uQKuonTU8VKBz5SHZuQXD,0.0141,0.799,0.623,0.0,0.43,-9.374,0.0812,0.773,103.649,65
Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,0.57,0.7559999999999999,0.397,0.0115,0.0542,-10.700999999999999,0.0522,0.507,101.985,75
Poison,5NijSs5dAwaIybq1GaRTIe,0.711,0.6890000000000001,0.39399999999999996,0.0009050000000000001,0.0859,-10.102,0.065,0.382,117.48899999999999,71
End Of The Road,24BNgrtp6Fag4M5BQPEgsV,0.0568,0.373,0.7170000000000001,0.0,0.114,-5.832999999999999,0.083,0.293,109.977,72
Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg,0.0393,0.535,0.505,0.0,0.0923,-8.926,0.245,0.495,99.935,73
Un-Break My Heart,5Ihd9HrPvOADyVoonH9ZjB,0.413,0.625,0.426,0.0,0.11599999999999999,-8.392000000000001,0.0271,0.11199999999999999,110.01799999999999,68
Not Gon' Cry,2OA0iq9hGkvUcS5qA1ZJnU,0.664,0.758,0.424,0.0,0.095,-8.935,0.0468,0.455,110.087,51
He's So Fine - Remastered 2000,2Bs1Lw9LX8hBm70t1iGdlh,0.48700000000000004,0.5579999999999999,0.633,0.0,0.129,-3.265,0.0329,0.871,72.494,52
Chain of Fools,2oZmMp5M6L0Rh7G84Um2tF,0.209,0.7609999999999999,0.605,0.0,0.135,-9.899,0.0498,0.941,117.04700000000001,61
Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.581,0.657,0.639,0.0,0.278,-7.527,0.0412,0.674,124.882,72
Something to Talk About,7ptJYMKI7Y1iWdqEZtBMGE,0.049,0.612,0.934,0.0,0.10300000000000001,-5.124,0.0663,0.293,130.006,64
Stand By Your Man,6xatfNMI8NkY5XxRHAeiS4,0.7879999999999999,0.517,0.24600000000000002,0.00105,0.133,-11.992,0.0308,0.525,105.24,58
Your Cheatin' Heart,13Oi7vfd9mrujcEmGAYAPe,0.774,0.672,0.243,1.7899999999999998e-05,0.08199999999999999,-11.634,0.0281,0.6890000000000001,127.71600000000001,52
Before He Cheats,0ZUo4YjG4saFnEJhdWp9Bt,0.271,0.519,0.7490000000000001,0.0,0.11900000000000001,-3.318,0.0405,0.29,147.905,74
Celebrity Skin,2V4Bc2I962j7acQj1N0PiQ,9.44e-06,0.43799999999999994,0.905,5.4000000000000005e-05,0.363,-6.1610000000000005,0.0419,0.723,134.16299999999998,66
All My Ex's Live In Texas,7k1Xm1wy00hCKJDYJL5p1n,0.217,0.764,0.33299999999999996,1.0199999999999999e-05,0.11,-15.921,0.0308,0.738,130.541,58
